y1,x1,x2,y2,z1,z2
9.0504,1.2983,2.7327,4.1193,1.5482,1.6447
6.5931,0.75821,1.5116,3.5887,1.9501,0.41215
7.6431,2.1443,1.8475,3.5896,1.765,2.5275
8.0751,2.0262,2.2781,4.313,1.8497,3.8828
8.7404,1.0447,1.9863,4.9182,0.57139,2.3552
6.0109,-0.3013,1.2854,4.3593,1.113,3.0441
6.5822,0.54681,1.8596,3.1823,1.2209,1.6179
1.1897,-0.48784,1.9605,0.51419,-0.35144,1.6148
5.084,0.14783,0.54014,4.0686,1.3693,2.1692
4.762,0.804,2.1715,2.9039,1.1452,1.9176
4.1057,0.95977,1.3824,1.775,-0.6812,2.1513
0.70762,0.5524,1.417,-0.45048,0.60623,1.9501
-0.074891,0.22068,1.7478,-0.15475,0.88894,0.96721
5.4447,0.76626,1.6883,2.8968,1.7723,2.7012
7.8825,1.6773,2.0902,3.3967,0.41437,1.8276
3.6546,-0.59646,2.432,1.7639,0.91404,1.6896
8.3506,1.2033,1.7623,5.4959,2.3287,2.7565
7.0651,1.3006,2.2039,1.9416,0.62738,1.0067
9.7689,1.5445,2.541,4.4372,1.2147,3.0641
7.8099,2.2869,2.5653,4.2092,2.3162,2.9223
8.6481,0.12453,2.5145,4.5441,1.9713,1.8467
3.3584,0.86115,1.7236,1.0557,0.10385,0.56572
9.4694,1.2063,2.7113,5.3381,1.418,2.0305
7.4794,0.39605,2.0052,3.6915,0.99683,2.1677
2.6214,1.2038,2.4512,0.81492,0.6904,0.44244
9.5536,0.80041,3.0278,4.4979,0.4814,3.5405
10.199,1.1775,3.2527,4.7861,2.6452,1.3711
7.9387,0.73224,2.1693,4.7386,1.2846,2.1777
3.2781,0.46298,1.7105,1.4985,0.74857,0.89343
3.1203,1.3943,1.6884,1.6942,1.0669,2.0233
11.207,1.5227,2.9764,4.2488,1.5537,2.386
0.88339,1.0879,1.4603,-0.58151,-0.0079913,0.59341
4.5667,1.3847,2.7129,1.6776,0.001005,2.3568
6.7076,0.48004,1.045,5.2008,2.5477,2.1584
2.5371,0.20465,0.63198,2.5613,-0.071067,1.2352
1.3105,0.47773,1.1188,-0.46852,-0.44555,0.9426
6.7401,0.65692,2.1708,4.5116,2.7449,3.043
5.2164,0.57476,1.3513,3.1196,1.5526,1.6711
7.0018,0.6653,1.7908,3.5805,0.81983,1.8239
7.5632,0.70868,2.3914,6.1655,3.1548,3.6126
3.6041,0.57906,0.91536,1.2349,0.60787,0.68223
2.1511,-0.68512,1.7638,1.9204,1.6599,0.75001
5.7838,0.76466,2.7827,2.0212,-0.25064,1.2249
6.5395,1.5168,3.3279,1.1618,-0.24666,1.3093
2.1167,0.016042,0.77478,1.4083,1.1951,0.24032
1.7133,-0.26829,1.7277,-0.037623,1.569,0.042225
5.1417,0.26825,1.1897,4.0152,1.013,2.7525
5.3935,2.886,2.6733,0.77383,0.12224,0.43553
6.3085,0.93567,1.4587,4.0739,2.0207,2.7451
4.9484,1.1775,1.7865,1.4429,-0.21612,1.3988
4.3444,0.645,1.7409,3.013,0.47472,3.2708
5.7942,0.69392,2.5357,0.7601,-0.38108,-0.22339
9.5889,1.6093,1.9082,4.3608,1.3196,2.1212
8.2461,0.42179,1.1887,7.797,2.6755,4.332
7.6882,1.7336,2.6424,4.4123,0.82314,2.6609
6.1681,0.63132,1.6752,2.317,0.37769,1.0871
2.9185,0.84888,2.3458,1.023,0.1776,2.0035
6.5851,1.0705,0.56384,4.3971,0.87069,2.6283
3.5421,0.13612,1.1849,2.2952,0.26597,1.6661
4.5462,1.9963,2.7567,0.17614,0.3697,0.85628
4.954,2.2456,3.0098,0.10169,-0.13698,1.1119
5.9322,2.0257,1.6793,1.9219,-0.42216,1.6828
5.2326,0.73154,1.3269,1.0645,-0.34225,2.0409
2.5492,1.475,2.8259,-0.26053,0.041989,0.53041
3.7314,1.1157,1.5342,1.0297,-0.77733,1.0326
8.2469,1.5046,1.9364,3.5685,1.5205,1.6489
4.3529,1.3287,2.371,1.071,0.24073,1.2693
8.8328,1.6218,2.5717,3.1462,2.447,1.8824
4.5727,0.27799,2.0401,1.2868,0.1884,1.8548
6.7445,0.10449,1.7258,5.0788,1.0191,3.0004
6.4034,1.7347,2.5932,3.0282,1.0319,2.1904
5.6909,0.98333,2.405,3.073,1.4901,1.585
7.3049,0.18052,1.813,3.9484,1.6484,1.4027
8.6248,1.2283,2.3593,5.5285,1.1779,2.9197
3.151,0.82398,1.7659,-0.22375,-0.14078,0.52946
4.2654,0.71862,2.1145,1.8271,-0.014057,1.5914
9.8078,1.4738,2.0019,5.5393,1.9511,2.7468
2.6381,0.57211,1.8363,-0.41097,0.39511,-0.19341
8.0304,0.51432,2.0553,4.953,1.9377,2.1128
7.928,0.35723,2.354,5.2875,2.6474,3.8241
8.5154,0.54364,1.8249,5.9249,2.8174,3.0401
8.0042,1.3311,2.4365,5.1528,1.6462,3.293
2.7631,0.62795,1.528,2.5242,0.96407,2.0596
7.4876,1.7287,2.5901,4.501,1.7944,2.7255
10.45,1.3952,2.9039,5.5954,2.4282,1.6876
6.3636,-0.46831,0.68377,4.642,2.2551,1.8989
4.613,0.27691,1.9733,1.503,0.67486,0.67153
6.1016,1.1735,2.0184,3.1093,0.2681,3.3592
7.5472,0.18353,0.99414,5.6072,2.2192,2.4916
12.23,2.4506,3.7027,4.8548,1.6663,2.2147
7.0974,2.0612,3.0627,1.8384,0.46152,1.2559
3.9481,1.2981,1.9699,0.37656,-0.61973,0.65633
7.0482,1.7259,1.7093,2.9578,1.5678,1.2717
6.0681,1.062,2.1921,3.0275,1.5699,2.9085
4.3422,0.41433,1.5011,3.1721,1.3758,2.9486
3.7296,1.4094,1.8299,0.83785,1.0666,1.5843
5.0153,1.8716,2.4083,1.1195,0.90037,0.99238
4.3096,1.0631,1.2579,1.9505,-0.028649,2.2391
5.2757,0.91528,2.7441,0.57634,-0.23608,0.49428
2.9503,0.25004,2.2249,1.647,1.2084,1.9892
7.2481,1.1718,1.9838,3.6455,1.8089,2.3064
8.9758,1.3594,1.6688,4.6843,0.30545,3.4032
-0.80054,0.77894,0.89412,-1.3228,-1.4835,0.57497
4.326,0.76812,2.2108,0.44644,0.20139,1.3235
9.4568,0.68682,3.2276,5.7915,2.607,2.4075
4.8287,2.4784,2.9983,-0.48929,-0.83251,0.74783
9.111,1.2625,2.5053,4.8901,3.0778,2.5842
11.823,0.94917,1.9154,6.4423,1.7945,2.7154
7.7514,0.46073,1.6862,4.4939,2.6523,2.1972
4.0799,1.8979,1.9069,1.3713,0.061167,0.71709
7.6838,2.2052,2.8076,2.4733,2.0655,1.7079
6.7893,1.7093,2.0877,3.3909,2.0127,2.6715
2.2079,1.1271,1.4075,-1.3042,-1.3068,-0.18132
8.5717,2.1389,2.2026,3.5994,0.15878,3.0417
7.5205,0.67164,1.5548,4.7346,0.75058,2.8777
1.466,-0.57857,1.1911,1.6776,1.4031,2.0981
3.7891,1.3714,1.4259,1.5326,-0.33685,1.2254
4.7884,0.48667,2.0631,2.3166,0.087989,1.1114
5.8245,0.78352,1.9581,1.8629,-0.30237,1.4838
4.4316,1.9614,2.6013,-0.34415,-0.90507,0.38848
7.0669,1.7528,1.7828,2.9902,1.3261,1.9814
5.0762,1.3864,1.9624,1.9551,0.40821,1.5078
8.3677,1.7894,3.6136,3.7545,1.8399,1.8696
5.1331,1.1679,2.2461,-0.42052,-0.82316,-0.059205
6.5594,1.8034,1.928,3.032,0.46404,2.1223
5.546,1.5362,1.8849,1.569,0.45443,1.8729
10.175,1.8576,2.3334,4.3058,1.7761,1.6032
5.6112,0.78529,1.1745,5.6581,2.6168,2.6991
3.6267,1.5253,2.1999,1.4982,1.4382,1.5481
8.5984,2.3273,2.516,4.2576,0.76944,2.8054
5.7446,1.4324,1.2482,3.8108,1.3626,1.9069
4.2231,1.0433,2.9984,0.4732,1.3694,1.5087
2.4108,-0.73143,1.5999,2.4178,0.99338,-0.095549
3.2496,0.61716,0.81202,1.2689,1.0975,1.9825
6.6541,0.093708,1.958,4.9889,2.3681,3.1255
7.8672,1.8035,1.372,2.8222,0.65052,1.0185
7.2319,0.84405,1.8813,5.6847,3.1776,2.5573
2.9245,1.3737,1.1215,-0.056335,-0.55611,0.75341
8.7417,0.89104,1.9046,5.6071,1.3072,3.2789
8.711,1.299,2.0912,3.6605,2.0159,2.5665
5.2799,2.0595,2.4488,0.80632,-0.36315,0.45898
3.538,0.51218,1.0626,1.5521,0.82139,0.96177
4.1921,0.56952,1.6943,2.7777,0.43236,2.9667
3.5384,0.071517,1.7712,1.3164,0.98754,1.9078
8.5333,-0.077636,1.4666,4.9434,0.18019,1.5304
5.4456,1.4106,2.1957,2.8427,1.474,1.7818
2.9823,2.1525,3.1795,-1.3827,-0.56066,-0.098871
3.5937,0.38919,1.8482,1.0949,0.15414,1.7394
1.7451,-0.84748,1.3636,1.2938,0.21862,1.3993
8.9395,0.57473,2.3632,5.3359,2.3159,2.239
3.4539,1.3354,1.6733,-0.20847,0.14649,-0.36608
6.0292,0.674,1.3664,3.0445,2.2528,1.7255
5.2721,0.38164,1.1036,3.6287,0.77824,1.4978
6.1261,-0.021091,2.9042,3.8535,1.2271,2.7087
2.01,-0.29267,1.8163,0.67022,0.02433,1.5806
4.0302,1.857,2.2,2.0352,1.8327,1.4146
4.137,0.74972,2.7754,0.77909,0.8906,0.26098
9.0759,1.2869,2.0447,5.1591,1.7784,1.8944
7.2114,1.7471,1.8762,3.544,1.4792,1.9343
9.0216,2.0652,3.6928,4.4379,2.6712,2.2273
9.0206,2.3168,2.9486,3.0116,0.58254,1.7377
7.0304,2.3476,1.9485,3.1585,1.4186,2.0972
5.0654,0.90095,1.5957,3.0196,1.592,2.2325
3.4065,0.11741,1.9868,0.74796,1.0502,1.082
6.1968,0.89525,1.6182,4.0823,2.2385,1.743
1.9191,-0.27148,1.3223,0.20491,-0.13052,2.0073
5.4415,0.59929,2.7603,3.3878,1.8427,2.0196
6.5858,0.34635,2.0323,3.5493,1.6144,2.1514
4.4891,0.13369,0.24991,4.6119,1.0568,2.4149
4.1185,-0.25427,1.5609,1.7977,0.61328,1.7811
7.7735,1.3354,1.1114,3.1787,0.9527,2.5544
7.5301,0.60638,1.7686,6.1341,2.9131,3.8347
6.5029,1.0136,2.2407,2.7916,1.5767,2.2468
9.4201,0.4876,2.235,5.6104,1.5376,2.9155
3.679,1.5759,1.6877,1.5842,0.24769,1.3939
8.4391,1.6095,2.1884,4.5139,1.5089,2.4818
10.608,2.0795,1.416,5.654,2.2366,2.3599
4.6022,0.36916,1.7678,3.1061,1.1349,1.8697
11.102,1.997,2.6217,6.6662,3.5261,3.67
6.9253,0.65166,2.4728,4.1064,1.6832,2.83
1.339,1.5009,1.3219,-0.35028,0.51842,0.2028
4.0261,1.3398,1.482,0.88514,1.8458,1.1788
6.8959,0.39162,1.0965,3.378,0.93024,0.66593
2.9333,1.164,1.7553,0.49292,-0.32108,0.9442
9.7427,1.6318,2.4379,4.8097,1.6177,2.9776
0.32392,1.3767,1.638,-2.1761,-1.4628,-0.55859
8.1087,1.4037,2.158,3.5495,1.8931,2.0126
1.8073,0.69525,1.5738,0.076527,1.001,-0.46007
11.647,1.6703,2.5132,6.2188,1.8835,3.6415
11.336,0.80866,2.5829,7.8605,3.6171,2.2294
6.2158,1.2265,2.4057,2.473,0.88884,2.4474
9.3251,1.5424,2.6888,4.5592,1.3122,2.4758
6.6545,0.48298,1.7251,3.353,0.35803,2.2877
5.0434,1.426,2.6208,1.9524,1.2157,1.4084
2.5706,1.0586,1.9134,0.38506,-0.51612,1.6357
9.1934,2.3276,2.3641,4.8038,2.301,2.952
4.4369,0.33526,0.9022,4.649,2.1168,2.6936
3.862,0.2647,1.6334,1.2046,0.4588,1.6203
7.232,0.16959,1.0744,6.5691,2.7871,3.3318
4.2727,0.6364,1.5899,2.4666,0.91051,0.85896
7.6315,0.71544,1.9039,2.4676,0.57263,1.5914
6.0055,2.1832,2.4684,1.2984,0.69198,0.82903
4.9177,2.3252,2.0708,0.68839,-0.14478,1.4357
6.7789,1.2792,2.0507,4.309,1.3996,3.4739
8.1139,1.6039,1.4019,4.0714,1.3514,2.4509
9.0011,0.93488,2.6791,6.0628,2.339,4.2378
7.3299,0.52644,1.9941,5.1382,1.3597,3.4054
6.6722,2.0165,2.6131,2.8208,1.5507,2.0937
5.7221,1.5183,1.4834,3.768,2.1336,1.9125
3.3521,-0.40145,0.22379,2.7083,0.8678,3.0906
7.943,0.78054,1.6486,4.2134,1.345,3.6246
0.32031,0.10844,-0.35205,1.0174,-0.77049,1.5901
6.664,0.94049,1.5683,3.8061,2.29,0.97221
5.9812,1.3921,2.3168,1.5707,-0.37609,2.2651
7.878,1.4844,2.2584,3.9065,1.3686,2.6965
1.5372,0.18144,1.1502,0.63117,-0.65913,1.2147
5.0505,0.46376,1.529,2.7373,1.0934,1.9263
5.6834,1.3045,2.3919,2.0057,1.4878,1.3802
10.696,1.6023,2.754,4.2664,0.79558,2.4649
2.6675,0.52032,0.92054,0.67438,0.11547,1.0727
7.3266,1.4289,3.0834,2.5243,1.9223,1.8699
4.5397,0.57068,1.0339,3.0316,-0.0059898,2.5317
2.6806,-0.92067,2.2382,2.8391,0.24075,2.6411
3.9378,0.19737,1.9918,3.8939,0.46913,3.6738
8.4897,1.2843,1.3399,3.6699,0.099512,2.0157
5.6356,1.7647,2.0625,1.3449,0.54949,0.6437
3.2525,0.0095261,1.5615,2.1109,0.14262,1.3216
4.4726,1.5533,1.9765,2.0913,0.78039,1.5731
8.8275,0.84721,2.5854,5.1559,1.7041,3.575
10.47,1.1425,2.3897,6.2405,2.8083,3.4743
5.5591,0.7572,1.6635,4.3876,3.5092,2.7196
5.7844,-0.056003,1.6498,2.8193,0.79583,1.2171
5.302,1.946,2.8522,1.3697,-0.10073,1.6209
9.0061,1.9939,2.9493,4.1063,2.3696,2.031
11.363,2.3742,2.7872,5.0346,1.4083,3.326
13.658,1.4902,2.2289,8.4251,2.0663,4.2594
7.9177,0.66885,1.8545,5.8923,2.6886,3.5667
8.0745,1.2,1.8112,5.1489,1.7066,3.1531
8.1959,0.91366,1.2652,6.2912,2.598,2.5316
7.3898,0.6126,1.8318,4.7271,2.1694,2.6461
3.0975,0.50748,1.8127,2.3772,0.90483,1.8062
9.2655,0.71096,1.4729,7.1303,2.7807,3.2502
5.0614,1.6402,1.8773,3.6027,2.7913,2.5894
6.117,0.64699,1.9041,2.903,1.8549,2.5065
5.9409,2.0568,2.878,2.3053,0.89247,2.6457
8.6088,1.6641,2.5815,4.8928,1.9279,3.0075
7.8874,0.99216,1.1359,4.4944,1.4909,1.6671
4.6786,0.044725,1.7649,2.184,1.3189,1.4842
2.3679,0.21539,1.8291,1.1527,0.14444,0.83773
6.4487,1.0881,2.3256,2.7031,0.22252,3.0234
8.0014,0.46019,1.6705,4.056,1.8949,3.0971
4.5821,0.46366,1.6273,2.9351,0.69998,2.0663
9.6592,1.7053,3.4582,4.8466,1.4002,3.1202
6.3481,-0.083247,2.6133,2.5784,0.93884,0.90174
7.1222,1.3232,3.6093,1.9411,-0.045182,1.4566
7.5871,1.8062,2.3293,4.0552,2.3077,1.3593
2.5834,1.0331,1.3646,0.35727,0.36606,0.86907
11.489,2.9968,3.6811,3.4674,0.8922,2.0585
5.5895,0.58456,1.8651,2.7727,0.86089,1.8977
6.4678,0.029485,0.88785,4.2016,1.1815,1.8787
4.4898,1.0313,1.0716,3.3769,1.0885,3.1012
6.4278,1.8568,2.2568,2.5386,0.91182,2.6557
6.5636,1.6935,1.4061,3.6296,1.7316,1.1131
3.0199,0.76014,2.0718,2.9298,1.1925,1.4672
3.8125,1.4925,1.2504,0.92717,0.53073,0.38506
9.7316,1.4043,3.0599,5.0807,1.722,1.7722
11.004,0.20106,1.639,7.341,3.09,3.0982
5.4717,1.1966,1.6186,2.3883,0.33924,1.5593
-0.070791,0.68743,2.0041,-0.30217,-0.42643,2.0246
4.2418,1.1654,2.5184,1.242,0.51764,0.8994
4.232,0.7932,1.4002,1.5066,0.022211,0.38623
2.3929,-0.12582,0.77758,1.5721,0.92313,1.9348
5.4232,0.51902,1.4799,2.7283,2.0607,1.4311
9.3989,0.733,1.5654,6.6512,2.0204,3.8551
8.8415,0.016744,2.3854,5.8973,2.2523,3.0747
6.4306,0.94407,1.6435,2.5266,-0.29606,2.4955
6.5682,1.5133,1.9189,3.0056,1.6512,2.2936
6.3791,0.14552,0.59479,4.3893,1.304,2.8616
5.0992,0.25739,0.74239,3.5009,1.518,1.0912
6.5648,0.41924,1.8074,2.7168,-0.50572,1.7202
5.9564,0.5355,2.4186,3.3426,1.0389,2.9918
7.7253,1.6045,2.1894,4.6674,1.1578,3.1111
4.5594,1.0124,2.0289,2.649,0.73691,1.887
7.4838,2.1746,1.5142,3.4891,0.88318,2.1817
8.6347,0.66484,2.302,5.6135,1.7731,2.9321
10.961,2.3147,1.8613,5.7676,1.3976,3.0114
6.1141,-0.02995,1.9173,4.5189,2.0308,2.4759
4.5016,-0.30345,0.75022,4.8164,1.7941,2.3951
1.756,0.26058,2.1467,1.0345,-0.062449,1.6302
10.888,2.2169,3.4516,4.0211,0.76669,2.0888
6.7929,1.4115,2.186,2.5743,0.13864,1.583
2.4216,0.5449,1.2626,0.47076,0.11753,0.5727
-1.3646,1.3815,1.7688,-3.0174,-0.77423,0.075489
1.2877,0.20449,1.6041,-0.06968,0.010455,0.10822
6.6359,0.60717,2.1172,4.3387,2.1711,2.9621
6.6276,0.25686,1.7415,3.681,0.32109,2.6233
9.1533,2.0748,2.6423,4.4749,1.3869,1.3303
7.9169,1.2425,2.1177,3.4639,2.4313,0.95247
7.425,2.8275,2.3791,2.9933,0.7251,2.5924
3.053,-0.6752,0.20858,3.488,0.52691,2.336
2.9919,0.60518,0.81099,2.0375,0.41544,2.1961
4.3373,0.13772,1.43,2.0256,-0.32042,2.5918
6.6233,1.2186,1.8758,3.8717,1.3191,1.5058
5.8658,-0.31914,1.4921,4.7379,2.0037,2.7339
9.919,1.0577,2.3239,5.3571,1.9012,2.8702
4.6056,-0.0090657,1.458,3.4308,1.3414,1.3614
4.5525,0.73497,1.9609,2.3279,1.7725,1.1513
4.8044,1.3418,2.2834,1.2191,0.61355,1.5723
8.3184,1.0616,1.6979,5.0004,2.0216,1.0678
12.599,0.99096,3.0406,6.0461,2.6981,2.7665
7.2602,0.95712,2.8831,2.6677,1.257,0.79168
8.8028,0.80534,1.3939,6.0118,2.2964,3.0141
3.5538,1.4122,1.9181,0.60972,0.41344,0.85263
9.7531,-0.065259,1.9019,7.7956,4.0228,4.2233
9.286,1.1883,1.9255,5.2913,3.2173,1.8511
5.673,1.0719,1.2042,3.5351,0.21965,2.3313
7.0969,1.703,3.1955,1.7611,-0.077908,0.81399
5.7908,0.75493,1.4856,3.4484,1.9771,2.0277
7.7555,1.5662,2.9736,3.8546,1.6347,3.0621
5.6388,1.5163,1.568,4.3258,1.7823,2.1059
7.8087,-0.01062,2.1636,5.2838,1.7156,2.2852
3.8106,0.77328,1.8872,2.3676,0.64136,2.7445
4.6951,0.56304,2.3865,2.4134,0.52338,2.8453
3.5978,-0.1174,2.72,0.79885,-0.1379,1.8959
2.2103,0.63019,2.1881,0.54655,-0.68583,2.0904
1.8489,0.44732,2.1839,-0.27268,-0.81839,1.8772
10.742,0.42757,2.7007,6.4299,1.5482,3.0065
3.5714,1.7132,1.8435,1.0854,0.29696,2.2946
7.4377,2.1621,2.477,2.2549,0.36155,2.4707
7.7839,1.9387,2.7203,2.5179,1.3079,0.92153
6.7965,0.79887,1.6186,3.9152,0.91933,2.5075
10.61,1.7576,2.5735,5.567,1.3206,3.3656
5.8351,0.40791,2.5369,3.3496,1.4245,2.569
4.4105,1.3635,2.6291,-0.042047,1.1515,-0.9885
10.382,1.2644,2.0465,6.4005,2.3878,3.9863
6.4374,1.5613,1.8285,3.1871,1.3872,2.5189
8.1094,0.92244,1.2394,5.689,2.9011,2.5227
10.046,1.3821,1.1817,6.6262,3.5854,2.4356
6.0868,1.2911,3.6818,0.25303,0.065267,1.5949
7.8978,1.0784,1.7116,5.2556,1.1685,2.2912
8.365,1.245,2.8077,3.5344,0.80473,1.9325
8.2411,0.77178,2.8665,3.4133,0.32175,0.75557
6.1938,1.1435,1.2093,3.9837,1.6254,3.5637
4.9765,1.1801,0.61089,3.067,0.78373,2.9805
7.6184,1.9646,2.7122,1.9428,0.59584,1.6422
4.7622,0.39238,3.1422,0.97809,1.5746,0.80911
3.6345,1.5675,1.9321,-0.50933,-1.3832,-0.41292
7.9719,1.0653,3.0311,2.3338,0.1979,1.4737
4.2144,0.30152,1.4544,3.2445,2.5679,3.2285
5.5189,0.7348,1.0905,3.2355,1.5725,1.3035
8.1055,1.1652,1.8115,4.8306,1.3948,2.5494
1.8994,-0.27361,1.1914,1.8272,1.3319,1.5084
13.649,2.4974,4.8568,5.6495,1.3705,4.4092
1.4013,1.5341,2.3034,-1.1415,-0.26823,-0.14426
5.325,1.1777,1.2229,2.2278,-0.32331,1.8173
-1.236,-0.15693,0.75741,1.3006,0.86543,2.3112
10.199,1.292,2.7643,6.6415,3.0571,2.5982
8.6261,0.73628,2.2633,5.6156,3.0569,2.3582
6.4358,0.30207,1.0936,3.9795,0.99183,2.5804
4.9445,1.6056,1.1429,2.2163,0.36086,2.3611
6.1011,0.58727,2.9301,2.4347,0.35134,1.7905
4.0111,1.1327,2.2208,2.0513,0.44602,2.717
2.6914,-0.78174,0.95261,3.0769,1.1469,1.8913
7.3803,1.6256,2.6509,2.522,0.52528,2.6223
5.0345,1.414,2.198,1.318,0.024684,2.1611
3.1448,0.47791,1.9548,1.4676,0.40541,1.7745
5.4166,0.57983,2.3685,2.9191,1.2038,2.1092
7.7643,1.0321,1.8394,3.4372,0.040761,2.1804
5.1831,1.8013,2.4105,0.21752,1.001,0.85471
6.1496,0.72594,2.193,2.3269,0.067957,1.8705
1.9359,-0.19747,1.4731,2.226,0.73353,1.1573
4.4064,0.6692,1.9584,2.0997,-0.81514,1.5466
8.5225,0.72768,2.4487,4.4361,1.683,2.297
3.4699,0.70669,1.7674,2.1854,1.3694,0.95806
3.4791,1.3689,1.136,1.9539,1.7263,1.0532
2.8321,0.82459,2.0693,2.7832,2.6165,1.6876
8.1547,0.79031,2.4078,6.0154,2.3596,2.9397
6.0079,0.92823,2.9423,2.337,1.4732,1.5352
3.008,0.54607,1.2035,3.1469,0.99092,3.0481
8.8586,1.1269,2.2834,3.9311,0.61575,1.4016
7.0057,2.145,1.9718,3.2714,1.6327,1.4401
5.2899,-0.1754,2.0581,2.4359,0.96923,1.3499
5.8537,2.0289,2.1063,3.7554,1.979,2.8727
5.2137,1.7491,0.12805,3.7643,1.9178,1.1618
3.8048,1.3265,1.7592,0.56571,0.93707,0.29471
6.9084,1.8934,2.271,2.6821,0.4247,1.7683
5.1949,0.24535,2.2734,2.5543,0.41588,1.7499
6.627,0.84931,2.2826,2.8189,0.48388,2.038
5.6785,0.24209,2.3959,2.1106,1.1086,1.2795
6.8742,1.4623,1.9854,2.9953,0.96588,2.7176
8.8904,1.9903,2.0915,4.8936,1.7897,2.9849
4.0633,1.146,2.0128,0.93246,0.44835,1.095
5.6581,0.80134,1.6438,3.0298,1.2733,1.6258
1.5659,0.75444,1.7291,-1.0081,-0.16359,-0.097277
5.7862,1.5516,2.9971,2.1844,1.0853,2.3476
9.5528,0.87845,1.42,7.1088,2.447,2.6804
6.0705,1.1178,1.7328,3.4498,-0.068517,1.6303
3.7059,0.98908,2.9451,-0.29487,-0.37826,0.39285
6.9227,0.90234,2.4046,2.5916,0.57172,2.2771
3.7148,0.68474,1.6251,1.7772,1.0172,1.4987
4.0794,0.89253,2.7543,0.82672,0.48346,1.1312
4.4756,0.93043,1.9815,2.1915,0.49422,0.71683
2.4318,0.65937,0.070959,2.167,0.36046,1.7448
10.05,0.79049,1.7238,6.9009,3.0089,3.4089
9.2038,2.0213,2.795,4.4749,1.0033,2.1019
6.1116,-0.19238,2.6004,4.28,0.84604,2.8495
8.0154,2.195,3.3806,3.6187,1.2109,2.3963
7.0945,1.6661,1.7987,3.1038,1.4574,1.3111
9.5918,0.13597,2.3243,6.0021,2.085,1.8658
1.268,0.96747,2.0043,-0.072412,-0.74889,2.8974
4.9157,0.74714,1.8573,2.9576,1.2653,2.6912
12.097,1.9695,3.6389,5.8154,1.6927,2.224
0.34625,0.65839,0.9662,0.52,0.4521,1.2339
6.5207,0.79793,2.1704,2.1222,0.24984,1.7185
4.6488,1.2048,1.5592,1.4929,0.9689,0.91846
7.2223,0.68478,1.4405,3.477,0.63482,2.0914
6.2796,1.3728,1.5188,4.9066,1.1198,2.8881
9.0582,0.88915,2.8456,5.1144,1.3486,3.3026
7.6385,1.1312,2.5291,3.2444,0.82002,0.91361
6.9255,0.75514,1.5605,4.8234,1.9618,2.975
6.486,0.080092,0.45216,5.4735,1.5192,3.5837
0.99257,1.6229,0.96711,0.47176,0.53886,2.5803
6.1361,-0.28939,1.4379,4.8705,1.9978,3.8629
4.3644,0.40268,1.9526,1.9979,0.60007,1.4642
5.1663,0.66323,2.102,3.2647,0.26787,1.2205
4.7332,1.9754,2.0353,0.82056,0.95611,0.95847
3.8409,1.1519,2.2105,1.3391,0.63146,2.7274
2.8928,-0.15298,2.1496,0.64428,-0.58927,1.4106
5.5897,-0.16207,2.2856,3.998,1.5513,1.7239
3.812,1.8197,3.2435,0.18325,-0.31749,1.0046
10.101,1.2345,1.735,6.742,3.2579,3.1397
5.1814,0.46861,1.2018,3.1071,0.38682,2.3894
7.2273,0.60732,1.7638,3.7587,1.846,2.4147
9.1276,0.34258,1.3821,5.541,0.75768,2.1143
7.8787,0.022078,2.422,3.6841,0.66081,1.6209
7.4399,2.3528,2.9808,2.2047,0.55947,1.8656
7.7547,2.562,1.5813,4.2355,2.4433,1.5995
2.9165,0.65737,1.3792,0.93898,-0.12582,1.1084
6.6498,0.68628,1.5657,2.5638,1.1472,0.32631
7.048,1.8498,1.764,3.911,1.2573,2.6475
9.7431,1.256,2.4443,5.4165,2.5945,3.0994
4.9329,0.9809,1.6389,3.3623,1.6063,2.3012
11.599,1.6463,3.5113,5.204,2.2059,3.2087
4.5587,0.33309,1.3878,3.9872,0.81358,3.698
6.0931,1.4205,1.6496,3.353,1.1318,3.1303
6.8264,1.3164,1.8964,1.577,0.01031,1.1156
3.8487,1.1505,1.4002,2.2735,1.8029,2.7279
7.6258,0.73108,2.6349,4.4423,1.9255,2.7724
9.1019,0.47583,1.1599,6.272,2.8531,1.7109
2.7501,0.98061,1.6177,1.6765,1.7439,1.731
2.6613,0.88053,0.96695,1.6964,0.707,2.1064
10.864,2.5873,2.8806,5.0181,0.9522,3.9097
9.9028,0.7182,0.84917,7.9736,3.2666,4.7905
10.27,1.5528,3.3161,6.2199,1.9575,2.0476
5.5586,1.9604,1.2536,2.7284,0.18025,2.5225
3.4404,0.45032,1.4364,2.2055,1.3557,0.51258
6.9802,0.97108,2.1868,4.026,1.6426,1.7788
7.9924,0.47963,2.7594,4.7325,0.50509,3.3398
3.7914,-0.106,2.3464,2.2906,0.85631,2.2294
8.5536,1.5957,2.8509,5.4117,3.1306,2.6104
5.1877,1.7422,2.736,-0.89234,-0.74338,-0.48352
7.6516,1.542,1.941,4.6401,0.87293,2.8232
2.654,-0.39269,0.99881,2.8364,0.56015,2.6248
7.5759,2.0426,2.267,3.3392,-0.15561,2.2773
4.9122,0.96805,3.3338,0.94784,0.64079,0.45259
1.5972,-0.039055,1.5481,0.55348,-0.092915,2.1545
6.095,0.90411,1.8562,3.631,1.9593,2.5402
7.6431,1.1947,1.7454,3.888,1.5021,1.4392
7.9268,-0.10496,1.8897,4.2179,1.519,2.1028
