y1,y2,x1,x2,z1,z2
3.5475,1.4372,1.5813,2.094,-0.54521,1.771
11.566,7.5295,2.0813,2.0336,4.6435,3.9308
1.1998,0.35101,0.28112,1.5095,0.23155,2.7161
6.1091,2.3337,1.7777,2.6505,0.78854,1.9458
6.6237,2.4248,1.8397,2.0767,0.24957,1.1711
-2.0716,-0.72179,-0.49994,0.2752,1.1979,0.73389
7.11,4.6006,1.4493,2.0491,0.85469,3.5729
3.0212,1.724,1.4162,1.3969,-0.74682,2.1456
-0.51087,-0.4926,0.027204,2.183,-0.56005,1.0308
3.5465,-0.13765,1.8672,1.9684,0.41671,1.2185
10.582,5.3342,1.522,2.5628,2.5295,2.2059
5.3625,2.6146,1.2959,1.6339,0.54612,1.6708
5.2072,2.2903,0.83515,2.3158,1.5707,0.11612
7.6291,4.8897,1.6487,2.1374,1.6801,3.1189
12.596,5.1356,2.4936,3.3839,2.2012,1.5077
10.103,6.496,1.5931,2.2634,1.8261,3.82
9.4358,4.9709,0.98794,2.1829,1.6203,3.7414
7.5326,3.9107,1.2351,2.0249,1.5665,1.2673
3.1216,0.90822,0.70961,1.7668,1.2261,1.3353
12.663,6.8808,2.1503,2.5499,3.3395,2.954
9.896,5.4961,1.4806,1.9369,1.5852,3.1366
6.4373,3.7747,1.1899,1.5842,0.75092,2.1306
8.8549,3.4522,1.6485,2.4583,0.64146,3.01
11.341,6.3226,0.83571,2.401,2.3465,2.9279
7.165,4.6986,1.1617,1.3703,1.8014,1.7738
4.0571,2.7928,0.15177,1.3682,0.4547,2.125
6.8759,3.5082,0.34401,2.6191,0.79997,1.8515
5.2706,2.1044,0.79595,2.0185,0.080956,1.8751
4.4403,1.5082,-0.3734,2.4981,0.5867,1.0333
6.4284,2.9009,1.5926,2.1905,1.1645,0.99204
3.6958,1.3771,0.71837,0.88524,0.3623,0.13273
8.0344,3.8918,0.97689,2.1172,0.42164,2.0032
4.8159,1.5036,0.90203,2.2326,-0.057604,1.8654
7.3973,3.5388,1.3747,2.3304,1.3728,2.042
4.3406,3.6191,0.58651,1.3893,0.79855,2.542
0.17164,-1.5242,1.3209,1.5477,-0.45535,0.43982
3.5176,1.6747,1.2673,2.037,1.4704,0.44483
6.8099,3.2937,2.3796,2.3809,1.8546,1.651
4.1638,1.2785,0.17271,2.8676,-0.36925,0.38075
4.4666,2.7912,2.1904,1.0999,0.023703,1.8705
9.4033,5.365,-0.0066216,1.7989,0.28427,2.8238
0.26972,-3.1246,0.52497,2.1301,-1.9517,-0.56789
2.3767,1.0902,1.0645,2.2896,1.1645,2.3768
0.42404,0.92342,-0.33553,0.9907,1.6922,0.97053
5.763,5.7336,-0.35166,0.4883,2.268,2.8916
7.7435,4.501,1.8228,3.1326,2.8018,3.0144
3.6307,0.3367,1.8882,1.8657,0.1935,1.3015
5.832,1.6931,0.78966,2.2582,-0.37788,1.6884
2.9456,1.6984,0.032994,1.3781,0.32264,1.5481
7.1715,3.8475,1.4141,1.9771,2.2947,2.7657
5.3717,3.0581,1.6554,1.6598,1.4208,2.1165
2.5888,0.29597,0.88846,1.96,0.3405,1.1772
1.0504,-0.47932,1.4171,1.4641,-0.56468,1.4847
10.462,5.1362,2.5708,2.3903,1.8492,2.3229
1.6146,0.91153,0.48934,0.66592,0.73903,0.86213
4.2538,0.61129,1.2125,1.6466,-0.12521,0.94977
12.401,5.2723,3.1478,2.7436,1.379,1.9757
6.4668,2.8924,0.47341,2.0238,0.56317,0.90061
6.9108,4.3623,0.73864,1.8447,1.4575,2.5456
4.3878,0.88214,1.4906,2.5191,0.14964,0.71441
5.1342,1.9099,1.6928,2.7555,2.1152,1.1928
8.4645,1.8784,2.6387,3.8289,0.18304,2.2261
9.064,5.1021,0.84944,2.1529,1.1158,2.8264
3.4594,1.8099,0.96382,1.0266,0.43544,1.4928
8.65,5.5107,0.97721,2.3354,1.8401,4.2259
7.5102,4.7061,0.78317,1.4045,0.56254,2.0422
9.402,4.6879,1.7012,2.1489,2.3352,2.4314
2.3015,0.41021,0.75492,2.5533,-0.049642,1.747
8.8279,5.252,0.75656,2.6194,2.3555,3.2249
4.7117,1.4818,1.0148,2.0193,1.2659,2.1843
5.1277,2.6413,0.54569,2.0919,1.368,0.89572
5.9946,1.3265,1.57,2.2054,-0.053989,0.018421
5.7888,2.9855,1.3794,1.7881,1.3148,1.3878
5.0997,5.058,0.39337,0.47455,2.7846,3.7271
6.6352,3.817,0.35496,2.1872,1.9413,2.8152
5.1793,4.0516,-0.60848,1.2764,0.60427,2.4622
7.9543,3.8638,1.3083,2.9997,1.7184,2.8072
9.395,4.2675,1.87,2.4613,0.35125,2.5186
2.6718,1.4429,1.2184,1.5285,0.82213,2.362
4.2061,3.4777,1.1038,0.69943,2.1034,1.447
-0.45406,0.14757,1.0838,1.3868,1.0447,1.4733
8.8777,3.8301,1.5381,2.9881,1.8674,2.1648
1.7868,0.95903,-0.075138,1.894,0.60375,1.4376
6.6465,5.4981,0.3795,1.0221,0.46087,4.0792
8.3845,3.8586,1.423,2.0935,2.3182,0.34235
8.5875,3.0285,2.5226,2.9854,0.48088,2.3541
5.6299,3.8879,-0.021057,2.2035,0.99279,2.0003
5.3283,2.5085,1.2891,2.3792,1.4763,2.286
3.7676,0.85917,1.3309,1.818,0.68581,1.7791
6.4823,2.8983,1.1174,1.8637,0.079874,2.1392
0.90229,0.85928,0.90999,0.64927,0.092954,1.4719
3.7033,1.2054,0.74769,1.8186,-0.52926,1.7098
5.4247,2.1693,1.2404,1.2326,0.81676,1.7629
1.886,0.56929,1.1189,1.6185,0.5274,0.13915
6.6053,2.7578,1.2837,1.8944,0.55742,1.4337
5.8119,2.4789,0.37427,2.2755,1.1317,2.1507
3.6127,3.5436,-0.048988,1.0001,1.1988,2.8242
3.1153,2.7083,0.1966,1.7149,1.4107,1.003
1.3195,-1.2527,0.55033,1.5888,-1.4137,0.024519
9.1779,5.2589,1.0671,2.0436,0.10369,2.9968
6.6781,3.5949,0.35146,2.1528,1.2341,2.0091
8.5495,5.4903,0.92132,1.375,2.6107,2.7117
4.7622,2.6637,1.7236,1.557,2.0573,2.3074
6.1704,3.6037,0.79292,1.19,1.0859,2.2079
4.4591,1.8415,1.3308,1.8668,0.13985,1.4743
8.1455,4.944,0.86294,2.8999,2.0104,1.5803
5.1478,2.9335,1.8764,1.8938,1.2541,3.1591
7.7359,5.3415,-0.037784,1.332,2.0925,2.8809
7.7427,2.882,2.3547,2.3309,0.97239,1.755
6.951,2.7822,1.1766,1.9887,0.59951,1.3904
8.033,4.4039,0.65425,1.4638,1.275,2.0009
3.2127,2.5755,0.45787,1.3166,0.71257,1.1498
9.572,6.4694,0.96537,1.4942,3.152,2.3803
4.7585,3.489,0.34616,0.93611,0.79693,3.1833
9.7306,5.4993,1.3935,1.9236,0.49753,2.4634
4.7996,0.27391,0.63328,2.7848,-0.19996,0.39695
9.4617,5.4843,0.97729,2.1796,1.0859,3.6205
3.6881,1.8209,0.48298,2.2018,-0.72938,1.6667
9.0982,6.8706,1.0883,1.2657,2.4865,3.0964
6.0267,2.8196,1.1727,1.7703,2.115,1.4462
10.639,5.2026,0.76287,1.5151,0.88235,2.8898
7.6764,1.5365,1.7727,3.1407,0.0071647,1.5863
7.7668,4.5501,-0.46565,1.3617,2.2777,1.2327
6.5116,2.6251,1.745,1.727,0.17878,2.3733
8.7736,3.3499,2.5018,2.7101,1.111,3.2352
8.3954,4.1156,1.0435,2.6232,1.2035,2.2773
4.5996,1.2453,1.2853,2.5967,0.3995,0.74579
7.9406,3.0566,0.99321,2.6492,0.53772,2.0666
5.2657,3.2773,0.16742,1.9786,1.8338,1.9085
3.63,1.6864,1.3124,2.0048,1.2313,1.4348
6.5479,3.5647,0.67174,1.4406,2.1897,2.8592
6.5678,1.0474,2.9463,4.1426,1.3124,1.5356
-1.9133,-2.1619,0.23366,1.8593,-0.83995,0.3889
6.2425,1.8956,1.4047,2.6538,-0.27559,1.8957
3.6061,2.7044,0.20172,1.651,0.92546,2.0612
5.0245,3.5183,0.54775,1.8692,2.2069,2.1301
7.9468,5.3661,1.039,1.7037,1.74,3.2013
2.5694,0.30444,0.62089,2.133,0.028772,0.30159
4.0939,2.9028,-0.082314,1.4962,0.97192,1.3029
4.0626,-0.42812,1.747,2.4717,-0.080708,-0.44914
2.3578,0.64423,1.6933,1.1887,0.04382,1.1029
5.2442,4.2392,0.63604,1.5932,1.3914,2.9221
1.7281,0.27831,1.3456,2.2037,0.55123,0.75028
4.5229,2.817,0.95435,1.1418,0.22089,1.8647
4.3077,0.28802,1.0287,2.3267,-0.32595,0.8205
9.9088,7.3743,0.61722,2.6196,3.3853,3.9423
6.0002,2.6218,0.72953,2.1475,0.63858,1.8625
8.0336,3.7264,1.041,2.7259,1.7513,1.3286
8.8022,4.1009,1.1235,2.5871,1.419,2.9104
13.264,7.0209,2.2898,2.964,2.5631,3.2718
4.7809,1.3955,1.5731,2.5012,1.9669,1.8577
5.5257,2.5135,1.5996,2.2695,1.0966,2.4449
5.429,3.8145,0.045331,1.5208,0.042971,1.873
11.472,6.6497,2.4531,3.0336,2.4706,3.0779
8.3604,5.2465,0.26234,1.3988,1.8034,2.6571
2.1626,-1.3119,0.83397,1.2607,-0.53714,-0.59084
3.1522,0.45385,0.6868,1.9164,-0.27403,1.1853
6.2565,4.1059,1.3321,1.2456,1.6045,3.3072
9.7077,3.8544,1.8413,3.5012,0.7464,2.3668
5.5321,3.0172,1.1451,2.0261,-0.47758,2.3981
7.218,5.2395,0.26901,1.8345,1.4395,3.9798
3.6511,1.5925,1.3296,1.2594,0.17878,1.7248
4.2822,1.637,1.072,1.4676,0.22885,1.4931
10.998,5.2993,2.1901,2.3806,0.5624,3.0909
4.1819,0.52693,1.3824,1.5301,-0.91425,1.3121
7.0646,3.0903,1.0388,1.7919,0.89151,1.3537
1.1199,-0.017448,0.91868,1.1334,-0.079046,1.3877
8.5126,4.5565,1.8447,1.9316,1.4983,2.3308
4.0761,0.99603,1.5463,2.5171,1.2471,1.3185
7.4215,3.7171,1.0799,2.2398,1.1434,1.9854
4.2657,1.725,0.068691,2.1463,1.1666,1.2073
8.269,6.3563,0.27294,0.34338,0.88588,2.1189
8.4816,4.3566,0.90822,2.1176,0.81252,2.7783
5.5961,1.9964,0.91876,2.0278,0.34845,2.0244
8.2322,4.361,1.5317,2.8445,2.6672,2.12
10.545,6.3654,1.977,2.6782,2.291,3.2078
6.8785,4.5667,1.4415,2.9219,2.3667,3.2122
3.646,1.2464,1.4712,1.3766,1.4359,1.3873
3.9453,1.9478,0.82392,2.7247,0.026675,1.9995
4.3347,0.655,1.7421,1.0077,0.44252,-0.080425
8.204,3.3934,1.8774,2.0314,0.90481,2.8529
7.8534,4.9291,1.5887,1.1973,1.1657,2.479
4.7342,2.1366,1.402,1.5739,1.3469,0.8085
3.3643,0.28564,1.4446,1.491,0.1992,0.93826
7.7405,4.6586,0.032225,1.4446,1.3095,1.1151
8.2266,3.2409,1.4012,2.2354,0.36935,1.2352
4.4753,2.8357,0.71786,1.3702,0.74086,3.4575
7.2156,5.7227,0.67096,0.65356,2.0643,3.3766
7.2389,4.9087,1.7007,1.75,1.4704,3.3222
7.2744,3.6205,0.86448,2.3888,0.7468,3.331
6.5044,1.1192,1.8371,2.8091,-0.87665,1.2746
8.209,2.9491,2.0157,2.3441,0.54388,2.0599
4.2811,1.0291,1.8,2.9832,0.32367,1.6557
6.154,4.0543,0.36735,1.2278,0.54819,4.1518
10.002,4.8341,2.6391,3.3928,1.4937,2.6069
6.7504,4.0119,1.5788,1.5363,1.8467,1.937
2.1077,-1.1058,0.94063,1.4848,-1.3125,-0.15221
10.586,6.4311,1.4559,2.4008,2.7414,3.367
8.3386,5.2737,0.75954,2.469,1.7217,2.4038
4.7246,0.6686,1.0228,2.4265,-0.67062,1.2346
10.586,5.2948,1.0917,2.5649,1.4848,3.5906
7.4554,4.8556,1.1289,2.0944,2.0003,2.8184
5.1469,6.3632,-0.50631,0.6401,2.124,4.1299
3.8361,2.3149,0.15244,2.5309,1.1853,2.0434
3.8326,0.68141,1.4253,2.6702,1.2066,1.0586
3.5448,1.8252,0.23165,2.1591,1.8532,1.7919
12.019,7.2588,1.4669,2.7163,4.0933,3.8577
5.6304,4.3234,0.83299,2.5598,0.69646,3.3404
9.2072,6.0954,1.8168,1.0591,1.5836,3.5366
1.4265,-1.5643,1.3171,2.4521,-1.1886,1.0272
7.9233,4.0281,1.3317,1.4639,1.9124,1.7291
7.7083,2.9799,2.1453,3.4387,1.4763,1.6624
6.1366,2.9211,1.3642,1.8437,0.75336,2.7368
6.7504,3.6752,1.2125,2.8003,2.043,1.8148
3.7018,1.6927,1.5879,1.1028,0.85395,1.8004
6.4186,4.7485,0.84833,1.082,3.1809,2.6609
5.7094,1.76,2.0798,2.0984,0.94271,1.7631
4.4821,4.1298,-0.49162,1.3687,1.0526,2.8095
0.45244,-0.044517,-0.85447,0.22311,-0.38252,0.1479
5.1243,1.0459,1.6979,1.8303,0.49856,0.60472
12.753,6.5416,1.7489,2.6073,1.6133,4.0328
3.0244,0.75738,0.92388,1.6205,-0.38318,2.1242
6.972,3.733,0.5686,1.6037,0.67234,2.9941
2.3366,2.8803,0.45596,1.0996,1.7285,1.6334
5.9266,3.3059,-0.020839,2.0031,0.94551,1.1807
5.6604,1.5446,1.4176,2.3267,-0.54493,1.93
7.9578,3.757,1.2883,3.2867,1.3852,2.3598
4.76,1.453,0.53821,2.0735,0.0014032,1.7747
8.4044,3.0182,1.334,3.1746,0.25436,2.7417
6.1391,1.8671,0.43512,2.8033,0.12421,1.5781
7.6114,5.0809,0.56086,1.5498,1.1147,3.3028
8.8861,4.1213,1.2229,2.9408,1.2968,2.7386
3.2905,1.5236,0.88734,1.5536,-0.72429,1.5928
0.86594,-0.12944,0.79327,1.2973,-0.42074,1.7236
5.4092,2.0242,1.784,1.8687,0.66301,1.2332
5.5669,1.7904,0.93285,2.6571,-0.41131,2.6679
11.132,7.2089,0.94906,2.0229,2.9071,3.8035
8.1837,4.7303,2.1029,2.141,1.9712,3.0496
2.2523,0.0022127,0.96172,1.7778,0.83303,1.2723
6.0181,1.4488,-0.28381,1.8787,0.054732,0.086905
5.9983,1.8114,1.972,2.8375,1.0192,1.7036
11.107,7.664,-0.18056,1.7036,2.0782,2.9214
8.0229,4.4345,0.86604,1.7613,1.2502,1.7975
4.5152,2.6513,1.0115,1.4102,1.5861,1.4873
4.9394,3.2639,1.0009,0.7811,0.92824,2.8911
7.9057,5.4694,1.267,1.3845,1.4742,4.2908
8.7087,4.0115,1.5797,2.6441,0.48351,3.0833
2.8981,0.64995,-0.17829,1.0608,-1.6034,0.68616
6.7257,3.0657,1.7489,3.5489,0.99375,2.969
5.96,2.377,0.26311,1.2961,-0.66526,1.3036
11.66,8.7278,0.58773,1.5666,3.9201,4.6762
5.811,4.371,1.4237,0.56521,1.833,1.8121
7.4288,3.5746,0.95009,3.0301,1.3728,2.6504
3.0797,2.4555,-0.061058,0.38566,0.60618,2.6603
12.14,6.4939,2.2728,3.0767,2.3482,3.0097
8.1899,3.4463,1.9265,1.6164,1.1024,0.93542
9.0424,6.6508,0.60705,0.69432,2.5714,3.9853
5.1352,1.7371,1.7123,2.0445,0.7629,1.6643
5.4267,3.0586,0.37221,2.1258,0.64004,1.2872
6.5108,4.0172,0.78229,0.97763,1.6554,2.2584
6.3642,4.2285,1.0467,0.96857,1.9617,2.0375
6.6535,4.2924,0.50314,0.72159,0.66872,2.052
10.253,5.5912,2.5593,2.7896,2.1629,3.7431
7.3024,3.4403,0.91933,2.4711,1.0248,3.0069
6.1452,3.288,0.94287,1.6259,0.76662,2.6138
8.2315,4.1041,0.67074,2.0648,0.57286,1.8326
3.6846,3.0514,0.53784,1.4408,1.8743,2.4594
9.4104,5.8139,1.7625,1.8332,2.1573,2.668
8.0006,6.2925,1.1062,0.54841,2.0837,4.319
2.4304,2.2969,0.27724,2.1982,0.96015,3.3465
4.6469,1.0417,0.57418,1.783,0.74779,0.44293
12.497,6.3871,0.75824,2.5429,2.0987,2.0962
4.4448,2.4256,0.59352,1.6579,0.62781,1.6261
7.4781,3.1629,2.0484,1.9797,0.28764,2.4973
3.7568,0.45466,1.9844,1.7823,0.0081143,1.9626
9.7647,5.7492,0.69512,2.9361,2.2105,2.3122
5.2927,4.1614,-0.83464,2.3457,2.2197,2.2452
5.5461,2.6145,0.9382,2.0952,0.99052,1.3146
7.202,4.4326,0.41831,0.7329,0.70764,1.7533
6.3946,3.9044,1.2298,2.1076,1.5995,3.7364
5.2838,3.466,0.13117,2.2626,0.40418,2.9786
3.4815,1.3955,0.24384,1.9181,0.62921,1.9555
6.8134,1.8072,1.6803,3.4584,0.8695,2.6692
9.8056,4.9451,1.5523,1.8689,0.54944,2.5588
7.7483,2.2951,1.4305,1.9915,0.29495,0.9182
3.163,4.1624,0.18596,-0.20718,2.36,1.9181
6.831,3.1879,1.1895,3.0946,2.5702,1.8086
6.085,1.0117,1.0239,3.529,-1.152,1.5968
4.239,2.4368,-0.22686,2.4098,1.3991,1.9109
10.732,4.4016,1.8529,2.4852,0.64671,2.3395
8.9714,2.1151,2.0545,3.1659,-0.66326,2.7084
6.9765,4.2871,0.32103,1.8093,0.77719,2.9058
6.4037,3.7035,0.78012,1.3564,-0.033842,1.0979
4.9659,2.3092,1.2632,1.732,1.059,0.69866
6.8771,3.9836,0.89558,1.2343,1.1649,2.843
7.1925,4.4576,-0.081963,1.6894,1.4952,2.6022
7.8157,4.685,1.4647,1.5245,2.877,3.0511
8.6602,3.1342,1.8048,1.7931,-0.21663,2.2921
8.6778,4.9248,1.0807,2.0017,1.2961,2.3773
13.405,8.2103,2.3501,2.9549,3.1983,4.0651
7.5178,6.2268,0.16075,0.75934,2.8897,3.702
6.4956,2.8599,0.35267,2.1864,0.79341,1.1999
1.789,0.67332,0.52983,0.98399,0.12025,0.48681
8.8848,4.3711,1.7051,2.8941,2.6445,1.7208
12.988,4.6159,2.4124,3.5861,0.95043,3.0898
6.3324,1.6876,0.99766,4.1211,0.73625,1.8154
7.4772,3.4564,1.3893,1.6852,0.75261,2.2268
6.2402,1.5328,0.87278,3.0164,0.30069,1.1857
8.0448,4.119,-0.0051717,2.342,1.0116,2.6833
6.0876,2.2882,0.80386,2.4696,-0.2068,1.7712
4.2752,0.99637,2.8425,2.9016,-0.087485,1.6978
5.0289,1.8706,1.4575,2.5533,0.29686,2.0481
7.3157,4.1322,0.69125,1.9806,1.7753,1.8321
10.467,4.6737,1.9772,3.5579,0.57485,2.889
7.4947,3.2694,1.3069,0.9559,1.0045,1.7897
10.133,6.3685,1.6343,0.72385,1.5695,3.7748
4.8286,2.0837,-0.20531,2.4534,-0.45972,1.8612
3.6992,2.1345,0.48478,0.99711,0.59051,1.7143
5.5571,3.5195,0.93146,2.6546,1.5564,2.9411
12.298,4.6572,2.155,3.6223,1.6527,2.0899
3.2824,0.43656,1.0661,1.6457,-0.072289,1.0962
5.304,4.6419,0.52478,1.6833,0.97916,3.1604
6.3799,3.4944,0.9144,1.5378,1.4363,1.837
7.5033,5.5982,0.46527,1.3369,2.7355,3.4733
7.0066,4.3424,1.2267,2.0079,1.5847,3.3225
9.5938,4.5749,1.0703,3.4556,1.7061,1.3597
3.2786,0.96857,1.3575,1.6601,1.2079,1.6601
1.2822,0.25209,0.35018,2.028,-1.6417,2.116
4.4004,1.7423,1.9356,2.4768,0.23995,1.642
8.3616,6.9583,0.018601,1.7485,3.4309,3.0638
2.4245,0.97404,0.77452,1.303,0.85148,1.625
10.636,7.582,0.44634,2.1678,2.5752,3.2348
7.3717,3.6929,1.6242,3.5573,2.8383,1.87
7.191,3.5764,0.78928,3.0336,1.6913,1.7382
6.2018,5.328,0.81203,1.5669,1.8351,4.7818
14.084,8.4923,1.7988,1.983,3.3399,4.2897
3.8986,2.3455,0.71223,0.95782,1.5066,2.0854
7.7636,3.5751,1.3524,1.6099,1.5336,1.7447
3.8202,1.7312,0.58829,1.0059,0.61592,1.5637
6.865,2.7806,0.43502,2.7407,0.57491,1.9881
3.6976,1.5693,0.95884,2.3237,0.12137,1.7305
8.8081,2.7976,1.6772,3.0757,0.72118,1.3956
11.1,6.7088,0.82117,2.1177,2.6892,2.4693
0.46389,0.0029414,0.71992,1.8178,0.34064,0.60775
5.0593,2.4583,1.4217,1.3557,2.345,2.563
4.0297,2.1159,1.1084,1.4575,0.15735,2.711
3.5615,2.2318,-0.14702,1.3202,0.19978,0.98564
5.3166,3.2185,1.4396,1.5087,0.96005,1.7744
8.757,6.2494,0.8944,1.3342,2.4085,1.9828
6.0763,1.539,1.7649,2.1754,-0.15618,2.0391
3.5941,0.72689,0.5035,2.119,-1.4533,0.89752
6.8147,3.2913,1.5384,2.1033,0.52178,2.681
1.4991,1.5367,0.15141,1.1004,0.81156,0.75763
7.0953,2.2112,2.1118,2.7148,-0.29847,2.2066
3.3333,1.9604,-0.49346,2.3873,0.48837,1.3584
4.8524,2.1923,0.68921,3.2499,0.28626,2.3491
7.5521,3.5261,1.2968,2.7854,1.7902,2.1449
6.2874,2.1734,1.8944,2.4292,1.2473,3.0902
6.2089,3.6192,1.5604,0.83708,2.139,2.4572
5.0407,1.361,1.414,1.2733,0.11787,2.0858
5.2095,2.3958,1.8259,0.41147,1.0488,1.4737
3.5985,0.42795,0.77294,1.0918,-0.35388,2.2627
3.9774,2.7339,0.93281,1.04,0.7042,2.092
6.558,3.8516,1.2946,2.2764,0.91169,2.531
1.9439,-0.25709,0.020667,2.2753,0.42668,0.65529
6.847,4.5551,-0.7695,1.6782,1.7895,2.1781
10.373,4.5214,1.9893,2.5582,1.7938,2.5173
6.3761,3.2017,0.85571,2.4446,1.3973,2.2782
10.051,6.429,1.3088,2.9106,1.7869,4.2469
2.1741,2.9094,-0.20204,0.98737,1.4659,2.399
7.7409,2.9791,1.7845,2.3055,1.0905,2.0485
3.2638,2.139,-0.1389,1.241,1.6317,1.4495
3.22,2.5681,1.33,0.49963,1.2501,1.816
10.792,6.0968,2.0668,2.9627,2.285,3.7253
7.1288,3.9026,1.9538,3.1019,2.1173,2.608
5.1944,2.8775,0.80663,1.0802,0.41374,1.9429
6.4133,2.7005,1.6839,2.2028,0.22259,1.9308
9.9613,4.7478,0.95467,2.6276,0.75236,2.2896
4.6745,3.0181,0.65094,2.3649,0.53907,3.6691
7.1191,2.6829,0.51889,2.9468,-0.15738,2.279
2.3736,2.2086,-0.4465,0.46782,-0.04274,1.7838
8.3939,6.3225,-0.074735,2.0635,2.9413,3.2938
8.8831,5.9513,1.1242,1.091,2.3342,2.9617
7.9709,4.039,-0.074909,2.8133,1.5236,2.8042
4.8646,2.2001,0.55343,3.1822,-0.053906,2.249
8.5468,4.0672,1.6608,1.4998,1.3029,2.5242
3.3752,0.08851,1.1586,3.3381,0.021132,0.82774
7.4576,5.6158,0.76157,2.1544,0.92541,3.5403
8.1945,5.2782,1.2712,2.3177,2.2735,3.4122
4.537,2.3389,-0.41241,1.874,0.002618,1.7044
1.6676,-0.55982,1.1533,2.1441,1.415,0.70205
9.2523,5.3107,1.0829,2.524,1.629,2.7457
8.2387,5.2409,-0.23459,2.8205,1.2337,2.4121
5.4924,0.84034,1.9197,2.5782,-0.1182,1.8824
3.5902,2.0248,-0.10869,1.1195,1.2541,0.68707
4.5728,2.2961,1.5408,1.9087,1.6029,1.9222
6.8079,3.5081,0.75405,1.5382,1.7993,2.9426
4.0962,1.3502,0.6276,2.0049,0.24745,2.2224
7.2128,3.7916,0.60329,2.0879,0.39201,3.0727
3.8271,1.8817,0.68013,2.2489,0.63388,1.7213
6.9049,5.1838,0.21188,1.4572,2.4312,2.128
5.632,2.7793,0.39255,1.5826,0.76747,1.8695
9.0952,5.0117,0.48338,2.586,2.9967,1.7964
9.3087,6.2217,1.5019,1.6694,1.9397,2.9779
-0.39469,0.039901,0.11258,1.3064,0.48653,1.1119
3.0178,1.3734,1.0313,1.7099,0.42671,2.1951
8.3072,3.9108,1.2018,2.976,1.6835,1.6801
8.1898,5.9276,-0.02251,1.4905,2.5309,2.5157
7.3768,1.5216,2.0812,3.311,-0.5098,1.8291
3.8104,4.2147,-0.38382,0.59212,1.8538,2.6515
5.7499,1.6125,0.98868,0.90437,-0.27136,1.3518
6.6276,4.4486,-0.031625,2.1383,1.0719,2.2803
6.9702,3.6908,1.0222,1.3917,1.7731,1.3052
3.2343,1.1323,0.70286,1.8148,0.1267,0.56162
0.80258,-0.41074,0.66956,1.6587,-1.3174,0.49277
8.2468,5.2647,0.42956,1.8672,1.8422,2.4651
2.4421,-1.8287,1.2478,1.9852,-1.0379,0.48554
9.4189,4.8852,0.65198,2.0594,1.7932,1.2469
3.5157,1.9509,0.74649,1.3473,0.3037,2.3781
3.6555,0.90117,1.7329,2.6494,0.84579,0.78451
7.9576,1.941,1.8656,2.5336,0.15015,0.83471
5.5511,2.8387,1.4867,0.96156,2.0704,2.1188
4.1887,2.3081,0.83125,2.1766,-0.46305,2.0193
5.0995,1.4165,1.2647,2.9775,0.9109,0.51731
7.4687,6.0367,0.44951,1.7914,3.748,2.0877
5.2822,1.6745,0.65721,1.7894,0.52147,0.69338
4.0088,2.7875,0.10306,0.52618,0.59738,1.4421
8.9693,6.1655,0.5191,2.042,2.5512,3.5217
5.6958,3.6874,0.28759,1.4803,2.6785,1.1235
3.6292,2.3963,0.19881,1.8556,-0.22545,2.1112
5.6539,2.9798,0.82457,0.85645,1.0918,1.4482
8.0133,3.3236,1.9001,2.4432,1.5338,2.5631
2.6588,1.2705,0.66968,0.97977,0.6286,0.28039
4.4951,0.68623,1.7985,2.1951,0.43696,1.0102
4.0052,-0.0011789,1.3355,2.7726,-0.61457,1.1966
4.1456,2.1337,1.0309,1.868,1.3505,1.7034
11.082,7.3146,0.82538,2.2005,2.1327,3.8449
5.6067,2.0723,0.98905,1.1531,1.3681,-0.11429
13.059,4.1301,3.4626,2.9927,1.3342,2.5204
10.578,5.6006,1.7734,2.6999,3.0437,2.5868
4.8646,2.7837,1.4963,1.4072,0.45828,2.2224
5.4527,1.955,1.7591,1.5377,-0.090619,2.0998
3.3454,0.86901,0.90105,2.5823,0.97505,0.81863
2.737,-1.7018,2.0946,2.9575,-0.4347,0.89501
3.0735,0.52767,1.4192,1.7856,0.48635,1.4061
8.2836,5.4403,1.1413,2.5353,2.5975,3.271
2.232,-0.38307,0.21858,2.0184,0.24192,0.75232
0.71024,0.21318,0.50339,1.109,-1.2414,2.4266
4.2133,1.1976,0.89842,1.4501,-0.13637,1.4451
3.81,0.94028,0.56977,1.5046,-0.41256,1.549
6.4455,3.2112,0.39023,1.8066,1.2827,2.2252
7.0576,3.494,0.90535,2.6787,0.98355,1.7903
7.1377,1.4636,2.7803,2.2748,0.98495,1.635
9.9091,4.8493,0.93628,2.3204,1.6327,1.6867
9.9119,4.3704,2.341,3.1476,2.4546,2.1469
3.3264,1.5607,0.82632,1.1173,0.15668,1.728
12.071,6.9568,1.0497,2.2918,2.0472,3.4768
1.5092,1.3064,0.79108,1.9205,1.5367,0.59818
8.8577,4.461,1.6748,3.1785,0.39776,1.5875
10.937,3.8593,1.7024,2.9449,1.7068,2.1487
6.7565,4.6842,1.1616,1.3822,2.5719,1.665
9.7322,5.3712,2.6161,2.3053,2.845,1.8577
4.8279,1.3926,2.4794,2.1823,-0.010578,1.424
5.1541,1.2421,0.848,2.271,-0.38756,1.0543
3.969,1.4046,1.92,2.7544,0.50102,1.4189
2.6034,-0.35289,1.6161,2.1395,0.37195,2.084
5.5584,3.0956,0.12387,1.772,0.25849,1.8684
4.6269,1.8605,0.91563,1.8523,0.14906,1.3872
7.0196,2.7481,1.5717,2.0758,0.45783,1.1659
